IDENTITY	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_dj	p_colon	N_dj	N_colon
GC_00000076	0	1	1	NA	GC_00000076	GC_00000076	1	1	12	12
GC_00001524	0	1	1	NA	GC_00001524	GC_00001524	1	1	12	12
GC_00000473	0	1	1	NA	GC_00000473	GC_00000473	1	1	12	12
GC_00000533	0	1	1	NA	GC_00000533	GC_00000533	1	1	12	12
GC_00000471	0	1	1	NA	GC_00000471	GC_00000471	1	1	12	12
GC_00001627	0	1	1	NA	GC_00001627	GC_00001627	1	1	12	12
GC_00000939	0	1	1	NA	GC_00000939	GC_00000939	1	1	12	12
GC_00000075	0	1	1	NA	GC_00000075	GC_00000075	1	1	12	12
GC_00000328	0	1	1	NA	GC_00000328	GC_00000328	1	1	12	12
GC_00002178	0	1	1	NA	GC_00002178	GC_00002178	0.3333	0.3333	12	12
GC_00000657	0	1	1	NA	GC_00000657	GC_00000657	1	1	12	12
GC_00001912	0	1	1	NA	GC_00001912	GC_00001912	1	1	12	12
GC_00002784	0	1	1	NA	GC_00002784	GC_00002784	0.0833	0.0833	12	12
GC_00000772	0	1	1	NA	GC_00000772	GC_00000772	1	1	12	12
GC_00000805	0	1	1	NA	GC_00000805	GC_00000805	1	1	12	12
GC_00001755	0	1	1	NA	GC_00001755	GC_00001755	1	1	12	12
GC_00000652	0	1	1	NA	GC_00000652	GC_00000652	1	1	12	12
GC_00001001	0	1	1	NA	GC_00001001	GC_00001001	1	1	12	12
GC_00001276	0	1	1	NA	GC_00001276	GC_00001276	1	1	12	12
GC_00000686	0	1	1	NA	GC_00000686	GC_00000686	1	1	12	12
GC_00002691	0	1	1	NA	GC_00002691	GC_00002691	0.0833	0.0833	12	12
GC_00002846	0	1	1	NA	GC_00002846	GC_00002846	0.0833	0.0833	12	12
GC_00001067	0	1	1	NA	GC_00001067	GC_00001067	1	1	12	12
GC_00001602	0	1	1	NA	GC_00001602	GC_00001602	1	1	12	12
GC_00000697	0	1	1	NA	GC_00000697	GC_00000697	1	1	12	12
GC_00001640	0	1	1	NA	GC_00001640	GC_00001640	1	1	12	12
GC_00002630	0	1	1	NA	GC_00002630	GC_00002630	0.0833	0.0833	12	12
GC_00000705	0	1	1	NA	GC_00000705	GC_00000705	1	1	12	12
GC_00000666	0	1	1	NA	GC_00000666	GC_00000666	1	1	12	12
GC_00000827	0	1	1	NA	GC_00000827	GC_00000827	1	1	12	12
GC_00000252	0	1	1	NA	GC_00000252	GC_00000252	1	1	12	12
GC_00000534	0	1	1	NA	GC_00000534	GC_00000534	1	1	12	12
GC_00001604	0	1	1	NA	GC_00001604	GC_00001604	1	1	12	12
GC_00001813	0	1	1	NA	GC_00001813	GC_00001813	1	1	12	12
GC_00001910	0	1	1	NA	GC_00001910	GC_00001910	1	1	12	12
GC_00001258	0	1	1	NA	GC_00001258	GC_00001258	1	1	12	12
GC_00001799	0	1	1	NA	GC_00001799	GC_00001799	1	1	12	12
GC_00001880	0	1	1	NA	GC_00001880	GC_00001880	1	1	12	12
GC_00001034	0	1	1	NA	GC_00001034	GC_00001034	1	1	12	12
GC_00000187	0	1	1	NA	GC_00000187	GC_00000187	1	1	12	12
GC_00001710	0	1	1	NA	GC_00001710	GC_00001710	1	1	12	12
GC_00001328	0	1	1	NA	GC_00001328	GC_00001328	1	1	12	12
GC_00001049	0	1	1	NA	GC_00001049	GC_00001049	1	1	12	12
GC_00000019	0	1	1	NA	GC_00000019	GC_00000019	1	1	12	12
GC_00000701	0	1	1	NA	GC_00000701	GC_00000701	1	1	12	12
GC_00001823	0	1	1	NA	GC_00001823	GC_00001823	1	1	12	12
GC_00001450	0	1	1	NA	GC_00001450	GC_00001450	1	1	12	12
GC_00002117	0	1	1	NA	GC_00002117	GC_00002117	0.4167	0.4167	12	12
GC_00001426	0	1	1	NA	GC_00001426	GC_00001426	1	1	12	12
GC_00000628	0	1	1	NA	GC_00000628	GC_00000628	1	1	12	12
GC_00002602	0	1	1	NA	GC_00002602	GC_00002602	0.0833	0.0833	12	12
GC_00002694	0	1	1	NA	GC_00002694	GC_00002694	0.0833	0.0833	12	12
GC_00001820	0	1	1	NA	GC_00001820	GC_00001820	1	1	12	12
GC_00000700	0	1	1	NA	GC_00000700	GC_00000700	1	1	12	12
GC_00001082	0	1	1	NA	GC_00001082	GC_00001082	1	1	12	12
GC_00001630	0	1	1	NA	GC_00001630	GC_00001630	1	1	12	12
GC_00001463	0	1	1	NA	GC_00001463	GC_00001463	1	1	12	12
GC_00001655	0	1	1	NA	GC_00001655	GC_00001655	1	1	12	12
GC_00001875	0	1	1	NA	GC_00001875	GC_00001875	1	1	12	12
GC_00000563	0	1	1	NA	GC_00000563	GC_00000563	1	1	12	12
GC_00001191	0	1	1	NA	GC_00001191	GC_00001191	1	1	12	12
GC_00002758	0	1	1	NA	GC_00002758	GC_00002758	0.0833	0.0833	12	12
GC_00000052	0	1	1	NA	GC_00000052	GC_00000052	1	1	12	12
GC_00000235	0	1	1	NA	GC_00000235	GC_00000235	1	1	12	12
GC_00001789	0	1	1	NA	GC_00001789	GC_00001789	1	1	12	12
GC_00001830	0	1	1	NA	GC_00001830	GC_00001830	1	1	12	12
GC_00002752	0	1	1	NA	GC_00002752	GC_00002752	0.0833	0.0833	12	12
GC_00001182	0	1	1	NA	GC_00001182	GC_00001182	1	1	12	12
GC_00000787	0	1	1	NA	GC_00000787	GC_00000787	1	1	12	12
GC_00000656	0	1	1	NA	GC_00000656	GC_00000656	1	1	12	12
GC_00002871	0	1	1	NA	GC_00002871	GC_00002871	0.0833	0.0833	12	12
GC_00000509	0	1	1	NA	GC_00000509	GC_00000509	1	1	12	12
GC_00002864	0	1	1	NA	GC_00002864	GC_00002864	0.0833	0.0833	12	12
GC_00001567	0	1	1	NA	GC_00001567	GC_00001567	1	1	12	12
GC_00000449	0	1	1	NA	GC_00000449	GC_00000449	1	1	12	12
GC_00000693	0	1	1	NA	GC_00000693	GC_00000693	1	1	12	12
GC_00001551	0	1	1	NA	GC_00001551	GC_00001551	1	1	12	12
GC_00000795	0	1	1	NA	GC_00000795	GC_00000795	1	1	12	12
GC_00000031	0	1	1	NA	GC_00000031	GC_00000031	1	1	12	12
GC_00000983	0	1	1	NA	GC_00000983	GC_00000983	1	1	12	12
GC_00001591	0	1	1	NA	GC_00001591	GC_00001591	1	1	12	12
GC_00000578	0	1	1	NA	GC_00000578	GC_00000578	1	1	12	12
GC_00000919	0	1	1	NA	GC_00000919	GC_00000919	1	1	12	12
GC_00000691	0	1	1	NA	GC_00000691	GC_00000691	1	1	12	12
GC_00002695	0	1	1	NA	GC_00002695	GC_00002695	0.0833	0.0833	12	12
GC_00001646	0	1	1	NA	GC_00001646	GC_00001646	1	1	12	12
GC_00000617	0	1	1	NA	GC_00000617	GC_00000617	1	1	12	12
GC_00001173	0	1	1	NA	GC_00001173	GC_00001173	1	1	12	12
GC_00000251	0	1	1	NA	GC_00000251	GC_00000251	1	1	12	12
GC_00000323	0	1	1	NA	GC_00000323	GC_00000323	1	1	12	12
GC_00002245	0	1	1	NA	GC_00002245	GC_00002245	0.25	0.25	12	12
GC_00000873	0	1	1	NA	GC_00000873	GC_00000873	1	1	12	12
GC_00002048	0	1	1	NA	GC_00002048	GC_00002048	0.4167	0.4167	12	12
GC_00000699	0	1	1	NA	GC_00000699	GC_00000699	1	1	12	12
GC_00002626	0	1	1	NA	GC_00002626	GC_00002626	0.0833	0.0833	12	12
GC_00000201	0	1	1	NA	GC_00000201	GC_00000201	1	1	12	12
GC_00000879	0	1	1	NA	GC_00000879	GC_00000879	1	1	12	12
GC_00000336	0	1	1	NA	GC_00000336	GC_00000336	1	1	12	12
GC_00000329	0	1	1	NA	GC_00000329	GC_00000329	1	1	12	12
GC_00000180	0	1	1	NA	GC_00000180	GC_00000180	1	1	12	12
GC_00001287	0	1	1	NA	GC_00001287	GC_00001287	1	1	12	12
GC_00000061	0	1	1	NA	GC_00000061	GC_00000061	1	1	12	12
GC_00000501	0	1	1	NA	GC_00000501	GC_00000501	1	1	12	12
GC_00001487	0	1	1	NA	GC_00001487	GC_00001487	1	1	12	12
GC_00001911	0	1	1	NA	GC_00001911	GC_00001911	1	1	12	12
GC_00001193	0	1	1	NA	GC_00001193	GC_00001193	1	1	12	12
GC_00001217	0	1	1	NA	GC_00001217	GC_00001217	1	1	12	12
GC_00000113	0	1	1	NA	GC_00000113	GC_00000113	1	1	12	12
GC_00002172	0	1	1	NA	GC_00002172	GC_00002172	0.3333	0.3333	12	12
GC_00002664	0	1	1	NA	GC_00002664	GC_00002664	0.0833	0.0833	12	12
GC_00002836	0	1	1	NA	GC_00002836	GC_00002836	0.0833	0.0833	12	12
GC_00001125	0	1	1	NA	GC_00001125	GC_00001125	1	1	12	12
GC_00000853	0	1	1	NA	GC_00000853	GC_00000853	1	1	12	12
GC_00001413	0	1	1	NA	GC_00001413	GC_00001413	1	1	12	12
GC_00000894	0	1	1	NA	GC_00000894	GC_00000894	1	1	12	12
GC_00002679	0	1	1	NA	GC_00002679	GC_00002679	0.0833	0.0833	12	12
GC_00000523	0	1	1	NA	GC_00000523	GC_00000523	1	1	12	12
GC_00001721	0	1	1	NA	GC_00001721	GC_00001721	1	1	12	12
GC_00002420	0	1	1	NA	GC_00002420	GC_00002420	0.1667	0.1667	12	12
GC_00001849	0	1	1	NA	GC_00001849	GC_00001849	1	1	12	12
GC_00000135	0	1	1	NA	GC_00000135	GC_00000135	1	1	12	12
GC_00002419	0	1	1	NA	GC_00002419	GC_00002419	0.1667	0.1667	12	12
GC_00000281	0	1	1	NA	GC_00000281	GC_00000281	1	1	12	12
GC_00001561	0	1	1	NA	GC_00001561	GC_00001561	1	1	12	12
GC_00000043	0	1	1	NA	GC_00000043	GC_00000043	1	1	12	12
GC_00002619	0	1	1	NA	GC_00002619	GC_00002619	0.0833	0.0833	12	12
GC_00002696	0	1	1	NA	GC_00002696	GC_00002696	0.0833	0.0833	12	12
GC_00001749	0	1	1	NA	GC_00001749	GC_00001749	1	1	12	12
GC_00000386	0	1	1	NA	GC_00000386	GC_00000386	1	1	12	12
GC_00001748	0	1	1	NA	GC_00001748	GC_00001748	1	1	12	12
GC_00001186	0	1	1	NA	GC_00001186	GC_00001186	1	1	12	12
GC_00001381	0	1	1	NA	GC_00001381	GC_00001381	1	1	12	12
GC_00001779	0	1	1	NA	GC_00001779	GC_00001779	1	1	12	12
GC_00001941	0	1	1	NA	GC_00001941	GC_00001941	1	1	12	12
GC_00000313	0	1	1	NA	GC_00000313	GC_00000313	1	1	12	12
GC_00001252	0	1	1	NA	GC_00001252	GC_00001252	1	1	12	12
GC_00000881	0	1	1	NA	GC_00000881	GC_00000881	1	1	12	12
GC_00000407	0	1	1	NA	GC_00000407	GC_00000407	1	1	12	12
GC_00001108	0	1	1	NA	GC_00001108	GC_00001108	1	1	12	12
GC_00001942	0	1	1	NA	GC_00001942	GC_00001942	1	1	12	12
GC_00000966	0	1	1	NA	GC_00000966	GC_00000966	1	1	12	12
GC_00002408	0	1	1	NA	GC_00002408	GC_00002408	0.1667	0.1667	12	12
GC_00000458	0	1	1	NA	GC_00000458	GC_00000458	1	1	12	12
GC_00000645	0	1	1	NA	GC_00000645	GC_00000645	1	1	12	12
GC_00001430	0	1	1	NA	GC_00001430	GC_00001430	1	1	12	12
GC_00002383	0	1	1	NA	GC_00002383	GC_00002383	0.1667	0.1667	12	12
GC_00000069	0	1	1	NA	GC_00000069	GC_00000069	1	1	12	12
GC_00001330	0	1	1	NA	GC_00001330	GC_00001330	1	1	12	12
GC_00001553	0	1	1	NA	GC_00001553	GC_00001553	1	1	12	12
GC_00001869	0	1	1	NA	GC_00001869	GC_00001869	1	1	12	12
GC_00002623	0	1	1	NA	GC_00002623	GC_00002623	0.0833	0.0833	12	12
GC_00000753	0	1	1	NA	GC_00000753	GC_00000753	1	1	12	12
GC_00000385	0	1	1	NA	GC_00000385	GC_00000385	1	1	12	12
GC_00000125	0	1	1	NA	GC_00000125	GC_00000125	1	1	12	12
GC_00001936	0	1	1	NA	GC_00001936	GC_00001936	1	1	12	12
GC_00000193	0	1	1	NA	GC_00000193	GC_00000193	1	1	12	12
GC_00000219	0	1	1	NA	GC_00000219	GC_00000219	1	1	12	12
GC_00001322	0	1	1	NA	GC_00001322	GC_00001322	1	1	12	12
GC_00000837	0	1	1	NA	GC_00000837	GC_00000837	1	1	12	12
GC_00000551	0	1	1	NA	GC_00000551	GC_00000551	1	1	12	12
GC_00002763	0	1	1	NA	GC_00002763	GC_00002763	0.0833	0.0833	12	12
GC_00000221	0	1	1	NA	GC_00000221	GC_00000221	1	1	12	12
GC_00002820	0	1	1	NA	GC_00002820	GC_00002820	0.0833	0.0833	12	12
GC_00001852	0	1	1	NA	GC_00001852	GC_00001852	1	1	12	12
GC_00001928	0	1	1	NA	GC_00001928	GC_00001928	1	1	12	12
GC_00002401	0	1	1	NA	GC_00002401	GC_00002401	0.1667	0.1667	12	12
GC_00000497	0	1	1	NA	GC_00000497	GC_00000497	1	1	12	12
GC_00000046	0	1	1	NA	GC_00000046	GC_00000046	1	1	12	12
GC_00002781	0	1	1	NA	GC_00002781	GC_00002781	0.0833	0.0833	12	12
GC_00000891	0	1	1	NA	GC_00000891	GC_00000891	1	1	12	12
GC_00001803	0	1	1	NA	GC_00001803	GC_00001803	1	1	12	12
GC_00002601	0	1	1	NA	GC_00002601	GC_00002601	0.0833	0.0833	12	12
GC_00000142	0	1	1	NA	GC_00000142	GC_00000142	1	1	12	12
GC_00000217	0	1	1	NA	GC_00000217	GC_00000217	1	1	12	12
GC_00000014	0	1	1	NA	GC_00000014	GC_00000014	1	1	12	12
GC_00000382	0	1	1	NA	GC_00000382	GC_00000382	1	1	12	12
GC_00000769	0	1	1	NA	GC_00000769	GC_00000769	1	1	12	12
GC_00002812	0	1	1	NA	GC_00002812	GC_00002812	0.0833	0.0833	12	12
GC_00001065	0	1	1	NA	GC_00001065	GC_00001065	1	1	12	12
GC_00002241	0	1	1	NA	GC_00002241	GC_00002241	0.25	0.25	12	12
GC_00000996	0	1	1	NA	GC_00000996	GC_00000996	1	1	12	12
GC_00000940	0	1	1	NA	GC_00000940	GC_00000940	1	1	12	12
GC_00001493	0	1	1	NA	GC_00001493	GC_00001493	1	1	12	12
GC_00001152	0	1	1	NA	GC_00001152	GC_00001152	1	1	12	12
GC_00001507	0	1	1	NA	GC_00001507	GC_00001507	1	1	12	12
GC_00001742	0	1	1	NA	GC_00001742	GC_00001742	1	1	12	12
GC_00001971	0	1	1	NA	GC_00001971	GC_00001971	1	1	12	12
GC_00001745	0	1	1	NA	GC_00001745	GC_00001745	1	1	12	12
GC_00000495	0	1	1	NA	GC_00000495	GC_00000495	1	1	12	12
GC_00001656	0	1	1	NA	GC_00001656	GC_00001656	1	1	12	12
GC_00001862	0	1	1	NA	GC_00001862	GC_00001862	1	1	12	12
GC_00000867	0	1	1	NA	GC_00000867	GC_00000867	1	1	12	12
GC_00001503	0	1	1	NA	GC_00001503	GC_00001503	1	1	12	12
GC_00000538	0	1	1	NA	GC_00000538	GC_00000538	1	1	12	12
GC_00000872	0	1	1	NA	GC_00000872	GC_00000872	1	1	12	12
GC_00000279	0	1	1	NA	GC_00000279	GC_00000279	1	1	12	12
GC_00000865	0	1	1	NA	GC_00000865	GC_00000865	1	1	12	12
GC_00001135	0	1	1	NA	GC_00001135	GC_00001135	1	1	12	12
GC_00001112	0	1	1	NA	GC_00001112	GC_00001112	1	1	12	12
GC_00001693	0	1	1	NA	GC_00001693	GC_00001693	1	1	12	12
GC_00002004	0	1	1	NA	GC_00002004	GC_00002004	0.6667	0.6667	12	12
GC_00000147	0	1	1	NA	GC_00000147	GC_00000147	1	1	12	12
GC_00001465	0	1	1	NA	GC_00001465	GC_00001465	1	1	12	12
GC_00001716	0	1	1	NA	GC_00001716	GC_00001716	1	1	12	12
GC_00001701	0	1	1	NA	GC_00001701	GC_00001701	1	1	12	12
GC_00000493	0	1	1	NA	GC_00000493	GC_00000493	1	1	12	12
GC_00000268	0	1	1	NA	GC_00000268	GC_00000268	1	1	12	12
GC_00000667	0	1	1	NA	GC_00000667	GC_00000667	1	1	12	12
GC_00001957	0	1	1	NA	GC_00001957	GC_00001957	1	1	12	12
GC_00000468	0	1	1	NA	GC_00000468	GC_00000468	1	1	12	12
GC_00002683	0	1	1	NA	GC_00002683	GC_00002683	0.0833	0.0833	12	12
GC_00001590	0	1	1	NA	GC_00001590	GC_00001590	1	1	12	12
GC_00000107	0	1	1	NA	GC_00000107	GC_00000107	1	1	12	12
GC_00001608	0	1	1	NA	GC_00001608	GC_00001608	1	1	12	12
GC_00001391	0	1	1	NA	GC_00001391	GC_00001391	1	1	12	12
GC_00001015	0	1	1	NA	GC_00001015	GC_00001015	1	1	12	12
GC_00001393	0	1	1	NA	GC_00001393	GC_00001393	1	1	12	12
GC_00000081	0	1	1	NA	GC_00000081	GC_00000081	1	1	12	12
GC_00000767	0	1	1	NA	GC_00000767	GC_00000767	1	1	12	12
GC_00000044	0	1	1	NA	GC_00000044	GC_00000044	1	1	12	12
GC_00000706	0	1	1	NA	GC_00000706	GC_00000706	1	1	12	12
GC_00001534	0	1	1	NA	GC_00001534	GC_00001534	1	1	12	12
GC_00000618	0	1	1	NA	GC_00000618	GC_00000618	1	1	12	12
GC_00000914	0	1	1	NA	GC_00000914	GC_00000914	1	1	12	12
GC_00000581	0	1	1	NA	GC_00000581	GC_00000581	1	1	12	12
GC_00001398	0	1	1	NA	GC_00001398	GC_00001398	1	1	12	12
GC_00000846	0	1	1	NA	GC_00000846	GC_00000846	1	1	12	12
GC_00000057	0	1	1	NA	GC_00000057	GC_00000057	1	1	12	12
GC_00000423	0	1	1	NA	GC_00000423	GC_00000423	1	1	12	12
GC_00002728	0	1	1	NA	GC_00002728	GC_00002728	0.0833	0.0833	12	12
GC_00000172	0	1	1	NA	GC_00000172	GC_00000172	1	1	12	12
GC_00001805	0	1	1	NA	GC_00001805	GC_00001805	1	1	12	12
GC_00000814	0	1	1	NA	GC_00000814	GC_00000814	1	1	12	12
GC_00001002	0	1	1	NA	GC_00001002	GC_00001002	1	1	12	12
GC_00000519	0	1	1	NA	GC_00000519	GC_00000519	1	1	12	12
GC_00002237	0	1	1	NA	GC_00002237	GC_00002237	0.25	0.25	12	12
GC_00001868	0	1	1	NA	GC_00001868	GC_00001868	1	1	12	12
GC_00001469	0	1	1	NA	GC_00001469	GC_00001469	1	1	12	12
GC_00001617	0	1	1	NA	GC_00001617	GC_00001617	1	1	12	12
GC_00001673	0	1	1	NA	GC_00001673	GC_00001673	1	1	12	12
GC_00000719	0	1	1	NA	GC_00000719	GC_00000719	1	1	12	12
GC_00000312	0	1	1	NA	GC_00000312	GC_00000312	1	1	12	12
GC_00000566	0	1	1	NA	GC_00000566	GC_00000566	1	1	12	12
GC_00001121	0	1	1	NA	GC_00001121	GC_00001121	1	1	12	12
GC_00001052	0	1	1	NA	GC_00001052	GC_00001052	1	1	12	12
GC_00001715	0	1	1	NA	GC_00001715	GC_00001715	1	1	12	12
GC_00001206	0	1	1	NA	GC_00001206	GC_00001206	1	1	12	12
GC_00000483	0	1	1	NA	GC_00000483	GC_00000483	1	1	12	12
GC_00000016	0	1	1	NA	GC_00000016	GC_00000016	1	1	12	12
GC_00001663	0	1	1	NA	GC_00001663	GC_00001663	1	1	12	12
GC_00001018	0	1	1	NA	GC_00001018	GC_00001018	1	1	12	12
GC_00000615	0	1	1	NA	GC_00000615	GC_00000615	1	1	12	12
GC_00000037	0	1	1	NA	GC_00000037	GC_00000037	1	1	12	12
GC_00001781	0	1	1	NA	GC_00001781	GC_00001781	1	1	12	12
GC_00001906	0	1	1	NA	GC_00001906	GC_00001906	1	1	12	12
GC_00000624	0	1	1	NA	GC_00000624	GC_00000624	1	1	12	12
GC_00001208	0	1	1	NA	GC_00001208	GC_00001208	1	1	12	12
GC_00001008	0	1	1	NA	GC_00001008	GC_00001008	1	1	12	12
GC_00000547	0	1	1	NA	GC_00000547	GC_00000547	1	1	12	12
GC_00000389	0	1	1	NA	GC_00000389	GC_00000389	1	1	12	12
GC_00000951	0	1	1	NA	GC_00000951	GC_00000951	1	1	12	12
GC_00000530	0	1	1	NA	GC_00000530	GC_00000530	1	1	12	12
GC_00001570	0	1	1	NA	GC_00001570	GC_00001570	1	1	12	12
GC_00000231	0	1	1	NA	GC_00000231	GC_00000231	1	1	12	12
GC_00002646	0	1	1	NA	GC_00002646	GC_00002646	0.0833	0.0833	12	12
GC_00001953	0	1	1	NA	GC_00001953	GC_00001953	1	1	12	12
GC_00001711	0	1	1	NA	GC_00001711	GC_00001711	1	1	12	12
GC_00000352	0	1	1	NA	GC_00000352	GC_00000352	1	1	12	12
GC_00000177	0	1	1	NA	GC_00000177	GC_00000177	1	1	12	12
GC_00000463	0	1	1	NA	GC_00000463	GC_00000463	1	1	12	12
GC_00001256	0	1	1	NA	GC_00001256	GC_00001256	1	1	12	12
GC_00000915	0	1	1	NA	GC_00000915	GC_00000915	1	1	12	12
GC_00001624	0	1	1	NA	GC_00001624	GC_00001624	1	1	12	12
GC_00002668	0	1	1	NA	GC_00002668	GC_00002668	0.0833	0.0833	12	12
GC_00001804	0	1	1	NA	GC_00001804	GC_00001804	1	1	12	12
GC_00000898	0	1	1	NA	GC_00000898	GC_00000898	1	1	12	12
GC_00001522	0	1	1	NA	GC_00001522	GC_00001522	1	1	12	12
GC_00000393	0	1	1	NA	GC_00000393	GC_00000393	1	1	12	12
GC_00000517	0	1	1	NA	GC_00000517	GC_00000517	1	1	12	12
GC_00000314	0	1	1	NA	GC_00000314	GC_00000314	1	1	12	12
GC_00000338	0	1	1	NA	GC_00000338	GC_00000338	1	1	12	12
GC_00000588	0	1	1	NA	GC_00000588	GC_00000588	1	1	12	12
GC_00001861	0	1	1	NA	GC_00001861	GC_00001861	1	1	12	12
GC_00001669	0	1	1	NA	GC_00001669	GC_00001669	1	1	12	12
GC_00001269	0	1	1	NA	GC_00001269	GC_00001269	1	1	12	12
GC_00001420	0	1	1	NA	GC_00001420	GC_00001420	1	1	12	12
GC_00001312	0	1	1	NA	GC_00001312	GC_00001312	1	1	12	12
GC_00001924	0	1	1	NA	GC_00001924	GC_00001924	1	1	12	12
GC_00000758	0	1	1	NA	GC_00000758	GC_00000758	1	1	12	12
GC_00000263	0	1	1	NA	GC_00000263	GC_00000263	1	1	12	12
GC_00000885	0	1	1	NA	GC_00000885	GC_00000885	1	1	12	12
GC_00000085	0	1	1	NA	GC_00000085	GC_00000085	1	1	12	12
GC_00001202	0	1	1	NA	GC_00001202	GC_00001202	1	1	12	12
GC_00001374	0	1	1	NA	GC_00001374	GC_00001374	1	1	12	12
GC_00001343	0	1	1	NA	GC_00001343	GC_00001343	1	1	12	12
GC_00002792	0	1	1	NA	GC_00002792	GC_00002792	0.0833	0.0833	12	12
GC_00000129	0	1	1	NA	GC_00000129	GC_00000129	1	1	12	12
GC_00000239	0	1	1	NA	GC_00000239	GC_00000239	1	1	12	12
GC_00002780	0	1	1	NA	GC_00002780	GC_00002780	0.0833	0.0833	12	12
GC_00000174	0	1	1	NA	GC_00000174	GC_00000174	1	1	12	12
GC_00001452	0	1	1	NA	GC_00001452	GC_00001452	1	1	12	12
GC_00001427	0	1	1	NA	GC_00001427	GC_00001427	1	1	12	12
GC_00001366	0	1	1	NA	GC_00001366	GC_00001366	1	1	12	12
GC_00001797	0	1	1	NA	GC_00001797	GC_00001797	1	1	12	12
GC_00001801	0	1	1	NA	GC_00001801	GC_00001801	1	1	12	12
GC_00000244	0	1	1	NA	GC_00000244	GC_00000244	1	1	12	12
GC_00001238	0	1	1	NA	GC_00001238	GC_00001238	1	1	12	12
GC_00000406	0	1	1	NA	GC_00000406	GC_00000406	1	1	12	12
GC_00000171	0	1	1	NA	GC_00000171	GC_00000171	1	1	12	12
GC_00000627	0	1	1	NA	GC_00000627	GC_00000627	1	1	12	12
GC_00001796	0	1	1	NA	GC_00001796	GC_00001796	1	1	12	12
GC_00000574	0	1	1	NA	GC_00000574	GC_00000574	1	1	12	12
GC_00000166	0	1	1	NA	GC_00000166	GC_00000166	1	1	12	12
GC_00000446	0	1	1	NA	GC_00000446	GC_00000446	1	1	12	12
GC_00001119	0	1	1	NA	GC_00001119	GC_00001119	1	1	12	12
GC_00000294	0	1	1	NA	GC_00000294	GC_00000294	1	1	12	12
GC_00001159	0	1	1	NA	GC_00001159	GC_00001159	1	1	12	12
GC_00002000	0	1	1	NA	GC_00002000	GC_00002000	0.75	0.75	12	12
GC_00001483	0	1	1	NA	GC_00001483	GC_00001483	1	1	12	12
GC_00000844	0	1	1	NA	GC_00000844	GC_00000844	1	1	12	12
GC_00000835	0	1	1	NA	GC_00000835	GC_00000835	1	1	12	12
GC_00000935	0	1	1	NA	GC_00000935	GC_00000935	1	1	12	12
GC_00000311	0	1	1	NA	GC_00000311	GC_00000311	1	1	12	12
GC_00001237	0	1	1	NA	GC_00001237	GC_00001237	1	1	12	12
GC_00001543	0	1	1	NA	GC_00001543	GC_00001543	1	1	12	12
GC_00001446	0	1	1	NA	GC_00001446	GC_00001446	1	1	12	12
GC_00000637	0	1	1	NA	GC_00000637	GC_00000637	1	1	12	12
GC_00001405	0	1	1	NA	GC_00001405	GC_00001405	1	1	12	12
GC_00001824	0	1	1	NA	GC_00001824	GC_00001824	1	1	12	12
GC_00000634	0	1	1	NA	GC_00000634	GC_00000634	1	1	12	12
GC_00002080	0	1	1	NA	GC_00002080	GC_00002080	0.5	0.5	12	12
GC_00001794	0	1	1	NA	GC_00001794	GC_00001794	1	1	12	12
GC_00001075	0	1	1	NA	GC_00001075	GC_00001075	1	1	12	12
GC_00000806	0	1	1	NA	GC_00000806	GC_00000806	1	1	12	12
GC_00000205	0	1	1	NA	GC_00000205	GC_00000205	1	1	12	12
GC_00001347	0	1	1	NA	GC_00001347	GC_00001347	1	1	12	12
GC_00001893	0	1	1	NA	GC_00001893	GC_00001893	1	1	12	12
GC_00001314	0	1	1	NA	GC_00001314	GC_00001314	1	1	12	12
GC_00000183	0	1	1	NA	GC_00000183	GC_00000183	1	1	12	12
GC_00000470	0	1	1	NA	GC_00000470	GC_00000470	1	1	12	12
GC_00000476	0	1	1	NA	GC_00000476	GC_00000476	1	1	12	12
GC_00000467	0	1	1	NA	GC_00000467	GC_00000467	1	1	12	12
GC_00000503	0	1	1	NA	GC_00000503	GC_00000503	1	1	12	12
GC_00000340	0	1	1	NA	GC_00000340	GC_00000340	1	1	12	12
GC_00001221	0	1	1	NA	GC_00001221	GC_00001221	1	1	12	12
GC_00000092	0	1	1	NA	GC_00000092	GC_00000092	1	1	12	12
GC_00000708	0	1	1	NA	GC_00000708	GC_00000708	1	1	12	12
GC_00000673	0	1	1	NA	GC_00000673	GC_00000673	1	1	12	12
GC_00000797	0	1	1	NA	GC_00000797	GC_00000797	1	1	12	12
GC_00001394	0	1	1	NA	GC_00001394	GC_00001394	1	1	12	12
GC_00000704	0	1	1	NA	GC_00000704	GC_00000704	1	1	12	12
GC_00000636	0	1	1	NA	GC_00000636	GC_00000636	1	1	12	12
GC_00001120	0	1	1	NA	GC_00001120	GC_00001120	1	1	12	12
GC_00001279	0	1	1	NA	GC_00001279	GC_00001279	1	1	12	12
GC_00002755	0	1	1	NA	GC_00002755	GC_00002755	0.0833	0.0833	12	12
GC_00001505	0	1	1	NA	GC_00001505	GC_00001505	1	1	12	12
GC_00001621	0	1	1	NA	GC_00001621	GC_00001621	1	1	12	12
GC_00001375	0	1	1	NA	GC_00001375	GC_00001375	1	1	12	12
GC_00001926	0	1	1	NA	GC_00001926	GC_00001926	1	1	12	12
