IDENTITY	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_dj	p_colon	N_dj	N_colon
GC_00003171	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003171	GC_00003171	0	0.0833	12	12
GC_00003286	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003286	GC_00003286	0	0.0833	12	12
GC_00003546	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003546	GC_00003546	0	0.0833	12	12
GC_00003283	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003283	GC_00003283	0	0.0833	12	12
GC_00003346	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003346	GC_00003346	0	0.0833	12	12
GC_00003140	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003140	GC_00003140	0	0.0833	12	12
GC_00003436	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003436	GC_00003436	0	0.0833	12	12
GC_00002901	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002901	GC_00002901	0	0.0833	12	12
GC_00002899	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002899	GC_00002899	0	0.0833	12	12
GC_00003379	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003379	GC_00003379	0	0.0833	12	12
GC_00003393	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003393	GC_00003393	0	0.0833	12	12
GC_00003263	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003263	GC_00003263	0	0.0833	12	12
GC_00003344	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003344	GC_00003344	0	0.0833	12	12
GC_00003305	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003305	GC_00003305	0	0.0833	12	12
GC_00003310	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003310	GC_00003310	0	0.0833	12	12
GC_00003324	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003324	GC_00003324	0	0.0833	12	12
GC_00003657	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003657	GC_00003657	0	0.0833	12	12
GC_00003024	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003024	GC_00003024	0	0.0833	12	12
GC_00003496	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003496	GC_00003496	0	0.0833	12	12
GC_00003845	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003845	GC_00003845	0	0.0833	12	12
GC_00003019	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003019	GC_00003019	0	0.0833	12	12
GC_00003156	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003156	GC_00003156	0	0.0833	12	12
GC_00002948	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002948	GC_00002948	0	0.0833	12	12
GC_00002962	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002962	GC_00002962	0	0.0833	12	12
GC_00002916	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002916	GC_00002916	0	0.0833	12	12
GC_00003478	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003478	GC_00003478	0	0.0833	12	12
GC_00003511	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003511	GC_00003511	0	0.0833	12	12
GC_00003366	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003366	GC_00003366	0	0.0833	12	12
GC_00003212	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003212	GC_00003212	0	0.0833	12	12
GC_00003497	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003497	GC_00003497	0	0.0833	12	12
GC_00003786	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003786	GC_00003786	0	0.0833	12	12
GC_00003380	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003380	GC_00003380	0	0.0833	12	12
GC_00003259	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003259	GC_00003259	0	0.0833	12	12
GC_00003502	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003502	GC_00003502	0	0.0833	12	12
GC_00003203	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003203	GC_00003203	0	0.0833	12	12
GC_00003149	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003149	GC_00003149	0	0.0833	12	12
GC_00003584	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003584	GC_00003584	0	0.0833	12	12
GC_00003835	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003835	GC_00003835	0	0.0833	12	12
GC_00002958	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002958	GC_00002958	0	0.0833	12	12
GC_00003536	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003536	GC_00003536	0	0.0833	12	12
GC_00003717	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003717	GC_00003717	0	0.0833	12	12
GC_00003119	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003119	GC_00003119	0	0.0833	12	12
GC_00003826	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003826	GC_00003826	0	0.0833	12	12
GC_00003457	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003457	GC_00003457	0	0.0833	12	12
GC_00003089	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003089	GC_00003089	0	0.0833	12	12
GC_00003138	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003138	GC_00003138	0	0.0833	12	12
GC_00003285	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003285	GC_00003285	0	0.0833	12	12
GC_00003332	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003332	GC_00003332	0	0.0833	12	12
GC_00003659	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003659	GC_00003659	0	0.0833	12	12
GC_00003784	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003784	GC_00003784	0	0.0833	12	12
GC_00002995	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002995	GC_00002995	0	0.0833	12	12
GC_00003846	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003846	GC_00003846	0	0.0833	12	12
GC_00003673	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003673	GC_00003673	0	0.0833	12	12
GC_00003703	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003703	GC_00003703	0	0.0833	12	12
GC_00003701	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003701	GC_00003701	0	0.0833	12	12
GC_00003693	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003693	GC_00003693	0	0.0833	12	12
GC_00003586	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003586	GC_00003586	0	0.0833	12	12
GC_00003141	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003141	GC_00003141	0	0.0833	12	12
GC_00003507	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003507	GC_00003507	0	0.0833	12	12
GC_00003122	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003122	GC_00003122	0	0.0833	12	12
GC_00002913	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002913	GC_00002913	0	0.0833	12	12
GC_00003517	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003517	GC_00003517	0	0.0833	12	12
GC_00002950	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002950	GC_00002950	0	0.0833	12	12
GC_00003460	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003460	GC_00003460	0	0.0833	12	12
GC_00002919	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002919	GC_00002919	0	0.0833	12	12
GC_00003489	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003489	GC_00003489	0	0.0833	12	12
GC_00003314	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003314	GC_00003314	0	0.0833	12	12
GC_00003656	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003656	GC_00003656	0	0.0833	12	12
GC_00003810	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003810	GC_00003810	0	0.0833	12	12
GC_00003832	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003832	GC_00003832	0	0.0833	12	12
GC_00002988	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002988	GC_00002988	0	0.0833	12	12
GC_00003759	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003759	GC_00003759	0	0.0833	12	12
GC_00003022	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003022	GC_00003022	0	0.0833	12	12
GC_00003294	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003294	GC_00003294	0	0.0833	12	12
GC_00002942	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002942	GC_00002942	0	0.0833	12	12
GC_00003913	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003913	GC_00003913	0	0.0833	12	12
GC_00003707	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003707	GC_00003707	0	0.0833	12	12
GC_00003202	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003202	GC_00003202	0	0.0833	12	12
GC_00002898	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002898	GC_00002898	0	0.0833	12	12
GC_00003181	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003181	GC_00003181	0	0.0833	12	12
GC_00003317	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003317	GC_00003317	0	0.0833	12	12
GC_00003602	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003602	GC_00003602	0	0.0833	12	12
GC_00003144	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003144	GC_00003144	0	0.0833	12	12
GC_00003235	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003235	GC_00003235	0	0.0833	12	12
GC_00003911	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003911	GC_00003911	0	0.0833	12	12
GC_00003280	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003280	GC_00003280	0	0.0833	12	12
GC_00003501	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003501	GC_00003501	0	0.0833	12	12
GC_00003424	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003424	GC_00003424	0	0.0833	12	12
GC_00003339	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003339	GC_00003339	0	0.0833	12	12
GC_00003776	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003776	GC_00003776	0	0.0833	12	12
GC_00002956	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002956	GC_00002956	0	0.0833	12	12
GC_00003452	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003452	GC_00003452	0	0.0833	12	12
GC_00003558	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003558	GC_00003558	0	0.0833	12	12
GC_00003881	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003881	GC_00003881	0	0.0833	12	12
GC_00003080	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003080	GC_00003080	0	0.0833	12	12
GC_00003908	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003908	GC_00003908	0	0.0833	12	12
GC_00003088	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003088	GC_00003088	0	0.0833	12	12
GC_00003583	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003583	GC_00003583	0	0.0833	12	12
GC_00003295	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003295	GC_00003295	0	0.0833	12	12
GC_00003241	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003241	GC_00003241	0	0.0833	12	12
GC_00003445	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003445	GC_00003445	0	0.0833	12	12
GC_00003107	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003107	GC_00003107	0	0.0833	12	12
GC_00002935	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002935	GC_00002935	0	0.0833	12	12
GC_00003680	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003680	GC_00003680	0	0.0833	12	12
GC_00003216	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003216	GC_00003216	0	0.0833	12	12
GC_00003106	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003106	GC_00003106	0	0.0833	12	12
GC_00003650	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003650	GC_00003650	0	0.0833	12	12
GC_00003862	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003862	GC_00003862	0	0.0833	12	12
GC_00003916	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003916	GC_00003916	0	0.0833	12	12
GC_00003480	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003480	GC_00003480	0	0.0833	12	12
GC_00003603	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003603	GC_00003603	0	0.0833	12	12
GC_00003607	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003607	GC_00003607	0	0.0833	12	12
GC_00003732	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003732	GC_00003732	0	0.0833	12	12
GC_00003466	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003466	GC_00003466	0	0.0833	12	12
GC_00003464	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003464	GC_00003464	0	0.0833	12	12
GC_00003255	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003255	GC_00003255	0	0.0833	12	12
GC_00003828	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003828	GC_00003828	0	0.0833	12	12
GC_00003387	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003387	GC_00003387	0	0.0833	12	12
GC_00002973	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002973	GC_00002973	0	0.0833	12	12
GC_00003076	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003076	GC_00003076	0	0.0833	12	12
GC_00003879	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003879	GC_00003879	0	0.0833	12	12
GC_00003477	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003477	GC_00003477	0	0.0833	12	12
GC_00003065	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003065	GC_00003065	0	0.0833	12	12
GC_00003865	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003865	GC_00003865	0	0.0833	12	12
GC_00003615	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003615	GC_00003615	0	0.0833	12	12
GC_00003765	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003765	GC_00003765	0	0.0833	12	12
GC_00003903	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003903	GC_00003903	0	0.0833	12	12
GC_00003356	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003356	GC_00003356	0	0.0833	12	12
GC_00003224	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003224	GC_00003224	0	0.0833	12	12
GC_00003279	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003279	GC_00003279	0	0.0833	12	12
GC_00003276	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003276	GC_00003276	0	0.0833	12	12
GC_00002735	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002735	GC_00002735	0	0.0833	12	12
GC_00003035	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003035	GC_00003035	0	0.0833	12	12
GC_00002945	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002945	GC_00002945	0	0.0833	12	12
GC_00003456	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003456	GC_00003456	0	0.0833	12	12
GC_00003518	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003518	GC_00003518	0	0.0833	12	12
GC_00003308	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003308	GC_00003308	0	0.0833	12	12
GC_00003336	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003336	GC_00003336	0	0.0833	12	12
GC_00003175	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003175	GC_00003175	0	0.0833	12	12
GC_00003230	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003230	GC_00003230	0	0.0833	12	12
GC_00003388	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003388	GC_00003388	0	0.0833	12	12
GC_00003824	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003824	GC_00003824	0	0.0833	12	12
GC_00003056	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003056	GC_00003056	0	0.0833	12	12
GC_00002897	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002897	GC_00002897	0	0.0833	12	12
GC_00003681	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003681	GC_00003681	0	0.0833	12	12
GC_00003838	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003838	GC_00003838	0	0.0833	12	12
GC_00003026	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003026	GC_00003026	0	0.0833	12	12
GC_00002971	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002971	GC_00002971	0	0.0833	12	12
GC_00003660	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003660	GC_00003660	0	0.0833	12	12
GC_00003768	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003768	GC_00003768	0	0.0833	12	12
GC_00003085	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003085	GC_00003085	0	0.0833	12	12
GC_00002908	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002908	GC_00002908	0	0.0833	12	12
GC_00003395	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003395	GC_00003395	0	0.0833	12	12
GC_00003598	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003598	GC_00003598	0	0.0833	12	12
GC_00003728	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003728	GC_00003728	0	0.0833	12	12
GC_00003674	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003674	GC_00003674	0	0.0833	12	12
GC_00003414	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003414	GC_00003414	0	0.0833	12	12
GC_00003574	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003574	GC_00003574	0	0.0833	12	12
GC_00003708	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003708	GC_00003708	0	0.0833	12	12
GC_00003744	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003744	GC_00003744	0	0.0833	12	12
GC_00003411	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003411	GC_00003411	0	0.0833	12	12
GC_00003223	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003223	GC_00003223	0	0.0833	12	12
GC_00003794	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003794	GC_00003794	0	0.0833	12	12
GC_00003359	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003359	GC_00003359	0	0.0833	12	12
GC_00003341	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003341	GC_00003341	0	0.0833	12	12
GC_00003354	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003354	GC_00003354	0	0.0833	12	12
GC_00003569	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003569	GC_00003569	0	0.0833	12	12
GC_00003113	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003113	GC_00003113	0	0.0833	12	12
GC_00003587	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003587	GC_00003587	0	0.0833	12	12
GC_00003244	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003244	GC_00003244	0	0.0833	12	12
GC_00002963	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002963	GC_00002963	0	0.0833	12	12
GC_00003683	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003683	GC_00003683	0	0.0833	12	12
GC_00003164	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003164	GC_00003164	0	0.0833	12	12
GC_00003458	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003458	GC_00003458	0	0.0833	12	12
GC_00003819	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003819	GC_00003819	0	0.0833	12	12
GC_00003762	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003762	GC_00003762	0	0.0833	12	12
GC_00003797	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003797	GC_00003797	0	0.0833	12	12
GC_00003727	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003727	GC_00003727	0	0.0833	12	12
GC_00003097	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003097	GC_00003097	0	0.0833	12	12
GC_00003792	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003792	GC_00003792	0	0.0833	12	12
GC_00003221	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003221	GC_00003221	0	0.0833	12	12
GC_00003725	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003725	GC_00003725	0	0.0833	12	12
GC_00003008	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003008	GC_00003008	0	0.0833	12	12
GC_00003365	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003365	GC_00003365	0	0.0833	12	12
GC_00003601	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003601	GC_00003601	0	0.0833	12	12
GC_00003761	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003761	GC_00003761	0	0.0833	12	12
GC_00002917	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002917	GC_00002917	0	0.0833	12	12
GC_00003174	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003174	GC_00003174	0	0.0833	12	12
GC_00003206	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003206	GC_00003206	0	0.0833	12	12
GC_00003665	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003665	GC_00003665	0	0.0833	12	12
GC_00003692	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003692	GC_00003692	0	0.0833	12	12
GC_00003868	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003868	GC_00003868	0	0.0833	12	12
GC_00003493	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003493	GC_00003493	0	0.0833	12	12
GC_00003415	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003415	GC_00003415	0	0.0833	12	12
GC_00002959	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002959	GC_00002959	0	0.0833	12	12
GC_00003232	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003232	GC_00003232	0	0.0833	12	12
GC_00003042	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003042	GC_00003042	0	0.0833	12	12
GC_00003014	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003014	GC_00003014	0	0.0833	12	12
GC_00003866	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003866	GC_00003866	0	0.0833	12	12
GC_00002909	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002909	GC_00002909	0	0.0833	12	12
GC_00002938	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002938	GC_00002938	0	0.0833	12	12
GC_00003011	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003011	GC_00003011	0	0.0833	12	12
GC_00003315	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003315	GC_00003315	0	0.0833	12	12
GC_00003264	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003264	GC_00003264	0	0.0833	12	12
GC_00003037	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003037	GC_00003037	0	0.0833	12	12
GC_00003211	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003211	GC_00003211	0	0.0833	12	12
GC_00002992	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002992	GC_00002992	0	0.0833	12	12
GC_00003890	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003890	GC_00003890	0	0.0833	12	12
GC_00003849	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003849	GC_00003849	0	0.0833	12	12
GC_00003581	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003581	GC_00003581	0	0.0833	12	12
GC_00002895	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002895	GC_00002895	0	0.0833	12	12
GC_00003481	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003481	GC_00003481	0	0.0833	12	12
GC_00002968	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002968	GC_00002968	0	0.0833	12	12
GC_00003277	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003277	GC_00003277	0	0.0833	12	12
GC_00003671	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003671	GC_00003671	0	0.0833	12	12
GC_00003785	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003785	GC_00003785	0	0.0833	12	12
GC_00003055	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003055	GC_00003055	0	0.0833	12	12
GC_00003030	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003030	GC_00003030	0	0.0833	12	12
GC_00003526	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003526	GC_00003526	0	0.0833	12	12
GC_00003433	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003433	GC_00003433	0	0.0833	12	12
GC_00003871	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003871	GC_00003871	0	0.0833	12	12
GC_00003700	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003700	GC_00003700	0	0.0833	12	12
GC_00003593	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003593	GC_00003593	0	0.0833	12	12
GC_00003461	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003461	GC_00003461	0	0.0833	12	12
GC_00003266	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003266	GC_00003266	0	0.0833	12	12
GC_00003408	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003408	GC_00003408	0	0.0833	12	12
GC_00003781	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003781	GC_00003781	0	0.0833	12	12
GC_00003017	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003017	GC_00003017	0	0.0833	12	12
